asin,category,total_orders,orders_at_discount,units_sold,median_unit_price,revenue
B07V2NT194,set,14,13,14,824,11536
B0822W6T1C,set,14,13,14,1112,14710
B08YZ2M4SQ,kurta,14,10,14,688,8603
B082Z48ST2,set,14,11,14,591,8220
B08P1G6BB1,set,14,12,14,571,8247
B09QJMPVPD,set,14,12,14,1132,16720
B09QJMGR7B,set,14,12,14,1173,17147
B09K3XM19N,kurta,14,13,14,475,6746
B08TZXZ1L4,western dress,14,14,14,899,13110
B0982YWMSG,ethnic dress,14,9,14,837,11927
B0929JZWL2,set,14,10,14,599,8571
B099FB9NYR,kurta,14,6,14,445.5,6077
B09812FYH9,kurta,14,8,14,459,6364
B09K3W9D6V,kurta,14,10,14,459,6548
B099NS29KD,western dress,14,13,14,519,7266
B07MY36V38,set,14,6,14,648,9015
B09K3VT822,set,14,8,14,545,7868
B08B3YCWK5,set,14,14,14,759,10626
B08TRHPCDQ,kurta,14,9,14,399,5858
B091SMCT75,set,14,11,14,759,10626
B0928YL1L6,set,14,10,14,582,8450
B09QJLJ229,set,14,12,14,1163,17727
B08N4PKZV6,western dress,14,12,14,443,6306
B09YYLPNWY,kurta,14,13,14,967,13708
B094FL7XWR,kurta,14,10,14,459,6342
B0986XPC9V,top,14,9,14,512,7276
B09811KJQ5,kurta,14,6,14,459,6370
B09M71C67N,kurta,14,9,14,349,5000
B09M74YV58,set,13,14,14,613,8617
B0925X12DQ,set,14,14,14,1299,18257
B09K3T14LM,kurta,14,7,14,432,6038
B08YYSPGH6,kurta,14,12,14,688,8939
B08QGL34CQ,set,14,14,14,1237,17317
B08RYNBTRN,kurta,14,9,14,286,4094
B08QGKXGSQ,set,14,5,14,1403,19922
B08MYNGSF7,top,14,8,14,523,8015
B089G1R7G8,western dress,14,7,14,566,8072
B099S7RDLZ,top,14,7,14,279,4048
B08MYPMVSL,top,14,14,14,561.5,8200
B0922VHM3Z,set,14,8,14,455,6486
B09SDZ9BRQ,western dress,14,7,14,661,10050
B07Q2MZ22Y,set,14,10,14,612,8498
B074SP92C5,kurta,14,10,14,280,3920
B09NDKVP42,set,14,13,14,850,12229
B09BQFKTLT,set,14,12,14,852,12013
B08MYTBNPH,kurta,14,8,14,476,6650
B09QJ42J5P,set,14,12,14,1126,16400
B091Q8WX4W,kurta,14,10,14,325,4557
B08MYTMDWF,set,14,11,14,585.5,8351
B0928ZT74Y,set,14,9,14,537,7617
B0899Z4589,set,14,13,14,786,11233
B08ZHQN562,top,14,10,14,518,7746
B09BQ7LLTY,kurta,14,9,14,301,4121
B08QGM4GQB,set,14,9,14,888,12283
B0893FY7ZC,kurta,14,5,14,435,6000
B0986YR2M9,top,14,10,14,690,9714
B0899NCQQ4,top,14,8,14,399,5526
B099S8W6W1,top,14,13,14,574,7995
B09K3L9Z85,set,14,10,14,631,8742
B08PVT19KN,western dress,14,8,14,999,14244
B09K3L39C4,set,14,9,14,1099,15045
B08QJN1DQJ,kurta,14,8,14,301,4400
B08ZHDJTM5,top,14,10,14,518,7121
B09PYK485Q,kurta,14,10,14,869,10618
B08N18V1JF,kurta,14,10,14,301,3962
B09SDXTH4Q,set,14,10,14,560,8132
B091Q8L39S,kurta,14,12,14,392.5,5465
B0894Y659D,set,14,10,14,1127,16096
B0894XW4QF,set,14,12,14,1603.5,20145
B09RKF56HF,set,14,11,14,1033,14680
B08P1DCQKH,set,14,8,14,571,8075
B08N3XGCRH,top,13,6,14,360,5036
B09QJ3F6T9,set,14,11,14,995,14031
B09NQ39KJ6,set,14,13,14,549,7614
B09265RNHH,ethnic dress,14,9,14,999,14364
B084KLHMJF,kurta,14,13,14,295,4157
B09Y3H1NHQ,set,14,12,14,999,13806
B09HNSNWRH,set,14,10,14,478,6795
B0986YM7CR,top,14,6,14,531.5,7262
B08YZ1GSGW,kurta,14,10,14,651.5,9211
B09RKC7DPC,kurta,14,14,14,635,8926
B0926RSGCQ,ethnic dress,14,13,14,999,14364
B09TZW311V,set,14,14,14,1238,16652
B09TZYFCNB,kurta,14,13,14,526,7284
B09TZVR58F,set,14,13,14,1238,16280
B09KXVWFQX,blouse,14,9,14,625,9482
B0986XV4QN,top,14,5,14,487,7318
B09LD3CGF9,kurta,14,10,14,798,9757
B07VRCKGH7,set,14,9,14,579.5,8085
B08YZ1XTLS,kurta,14,6,14,655,8506
B07VP4V7Y6,set,14,14,14,666,9126
B07H6L4CBM,kurta,14,10,14,316,4367
B09SDZ78G7,kurta,13,10,13,666,8498
B07R3KNLWD,kurta,13,5,13,471,6019
B09B2G4KQF,kurta,13,11,13,487,6244
B0922V149M,set,13,11,13,455,5970
B074SW485J,kurta,13,11,13,259,3502
B09295Z14G,kurta,13,11,13,565,7354
B09NDKSD4G,set,13,12,13,999,12747
B09M6SDRK5,set,13,4,13,1234,15822
B082Z3G31G,set,13,7,13,791,10235
B09812MM2Q,kurta,13,8,13,517,6659
B08RP216N4,kurta,13,11,13,568,7370
B09RKF225G,set,13,7,13,499,6542
B07BL1VXZW,kurta,13,6,13,356,4482
B09NDKZQWW,set,13,4,13,939,12567
B098P4N8V5,set,13,8,13,852,11076
B09PN5228H,set,13,13,13,751,9853
B08N4TVYBJ,top,13,8,13,317,4149
B098133MK4,kurta,13,8,13,517,6610
B099FD4Y3L,kurta,13,7,13,365,4755
B08YNRB2DW,set,13,12,13,824,10712
B082W891VJ,kurta,13,4,13,517,6535
B0822TZN8Y,set,13,10,13,817,10578
B09KXT86V1,set,13,10,13,1238,15827
B08YZ275XH,kurta,13,7,13,475,7315
B099NQ9RLG,kurta,13,7,13,487,6232
B09CTHR5W5,set,13,9,13,1033,13660
B09TY2QT4R,western dress,13,6,13,899,13127
B08ZJ375LH,top,13,8,13,354,4627
B09K3YPZ8K,kurta,13,11,13,475,6447
B08MYTXTRW,kurta,13,7,13,487,6302
B08B3Z5XM5,set,13,11,13,759,9838
B08V17X8LC,set,13,12,13,1149,14831
B098119Y7R,kurta,13,11,13,635,8335
B08RDTTBPW,top,13,5,13,267,3681
B07GRRLW2H,kurta,13,12,13,357,4645
B099NPNDHW,western dress,13,8,13,791,10402
B0894XC9DQ,set,13,9,13,1065,14025
B09RKF82J5,set,13,12,13,882,12116
B09438FK2J,top,13,7,13,574,7378
B08ZJ9JRZT,top,12,13,13,518,7125
B07FXWM689,kurta,13,9,13,424,5588
B0922W5WM9,set,13,9,13,539,7423
B09KXMK44R,kurta,13,10,13,307,4009
B08N4RXHV6,set,12,10,13,579,7710
B08WQCD1RK,kurta,13,9,13,635,8209
B099NJW4M1,set,13,8,13,478,6256
B08YZ15PCJ,kurta,13,5,13,693,8394
B09KXNG8KS,kurta,13,10,13,801,10412
B08CMXXV2J,set,13,10,13,1018,13443
B098755S1W,top,13,8,13,545,7139
B099NL77RN,kurta,13,10,13,376,4782
B08MYWM9D2,kurta,13,9,13,476,6174
B09RKF5R9S,set,13,12,13,1399,17209
B09RKF7PFW,set,13,4,13,962,12761
B07H7CRJZ4,kurta,13,10,13,696,9032
B09RKCCSKL,kurta,13,8,13,529,6929
B098128VK9,kurta,13,7,13,517,6690
B09RKCYB2Z,set,13,13,13,1221,16155
B09RKDKFK4,kurta,13,9,13,666,8446
B09K3JW9KT,set,13,13,13,666,8649
B07G2BNYNV,kurta,13,7,13,389,5345
B09QJ3QD1P,set,12,10,13,995,13294
B09NPXRTKD,set,12,7,13,878,11341
B07R51PS5L,kurta,13,9,13,479,6529
B0922SCDFN,set,13,7,13,517,6677
B09RKCY6NK,kurta,13,13,13,487,6325
B09KXNWXZR,kurta,13,10,13,939,12207
B098124TF1,kurta,13,11,13,635,8103
B09W651B64,set,13,9,13,1068,14532
B08N1B7QMP,kurta,13,9,13,420,5391
B08N1BBCRF,kurta,13,12,13,696,8964
B09LD2TYRQ,kurta,13,10,13,534,8882
B082W6ZQSV,kurta,13,10,13,259,3619
B08KRVBQ9J,set,13,13,13,665,8618
B091Q8BKLW,kurta,13,10,13,301,3915
B07K32KPS2,kurta,13,12,13,729,9477
B09YYPBRY6,top,13,12,13,625,8051
B09B58DHH1,set,13,11,13,716,9507
B0893FR8YK,kurta,13,10,13,301,3704
B09SDXW42C,western dress,13,5,13,688,9366
B091Q86HCQ,kurta,13,9,13,325,4232
B09HMSF1D3,kurta,13,13,13,517,6665
B08WJ2XDQY,set,13,8,13,1186,15268
B08N1C9LPF,kurta,13,9,13,696,9040
B092CZP2ZY,top,13,11,13,399,5285
B09G2W57QG,kurta,12,8,13,283,3727
B08N4RFHNM,set,13,13,13,699,9207
B08N1CR6GS,kurta,13,10,13,399,5271
B09Y3FF9K3,set,13,13,13,771,9977
B0983G1FVV,set,13,13,13,499,6487
B09RKCM347,kurta,13,11,13,635,8312
B09RKDYDPJ,set,13,13,13,852,10978
B099NNR712,kurta,13,4,13,432,5592
B09SDXXP6N,western dress,13,11,13,859,11063
B0929B7M5Y,set,13,13,13,636,8194
B08HHJMBV4,kurta,13,12,13,318,4124
B082W83K7S,kurta,12,9,13,432,5580
B094FL9R9M,kurta,13,7,13,333,4715
B09SDXL6QC,set,13,10,13,560,7449
B08ZHFVV6F,top,13,4,13,371,4943
B08B3XRK43,kurta,13,12,13,399,4969
B08MXC4F59,kurta,13,3,13,517,6690
B09M6TF1K5,set,13,9,13,1369,17715
B09LTZ8XN6,kurta,13,7,13,386,5225
B09M6ZDZHR,set,13,7,13,1173,15873
B08YYSCF1V,kurta,13,9,13,645,7625
B08MXC26NT,kurta,13,8,13,517,6659
B08YZ2TY5F,kurta,13,8,13,665,7795
B08TH4GTW9,kurta,13,8,13,471,6027
B08ZHZJYK8,top,13,4,13,518,6592
B07MY3KRFZ,set,13,8,13,648,8361
B09M74WF7C,set,13,11,13,613,7933
B09KXRZ1PW,kurta,13,5,13,301,3873
B08TH4MQD2,kurta,13,10,13,362,4652
B09TH3GYN7,western dress,13,13,13,771,9967
B099NSJG7Z,set,13,10,13,450,5820
B08ZJFBFBL,top,13,10,13,371,4923
B09TH6SLT5,set,13,10,13,988,13106
B0822S4MPB,set,13,7,13,792,10362
B08QGMTZHX,set,13,4,13,845,11243
B08TH9B983,kurta,13,10,13,471,6129
B08YYZJX1Z,kurta,13,10,13,499,7495
B08QGMTF9T,set,13,7,13,1333,18243
B09QJLY37M,set,13,11,13,1092,14994
B09M75XVTW,set,13,13,13,613,8076
B091Q9FZ36,kurta,13,11,13,399,5122
B09872C4H6,top,13,8,13,625,8360
B09PBWM6Y7,blouse,13,9,13,625,8502
B0894XK9TT,set,13,9,13,828,11346
B0983DCNY3,set,13,6,13,886,11464
B08W8KKGRX,kurta,13,4,13,301,4044
B08QGLBQGM,kurta,13,6,13,315,4103
B09CT88XNF,set,13,9,13,725,9598
B099NS6BTY,western dress,13,11,13,665,8859
B094FH9CCW,top,13,6,13,434,5957
B08ZJCN3DP,top,13,11,13,518,6646
B08TZRD58N,top,13,9,13,574,7462
B07R5X3499,kurta,13,6,13,376,4788
B08YYZKDDX,kurta,12,10,13,688,8100
B089G1R6M7,set,12,11,13,833,11474
B09B2BB99M,kurta,13,9,13,435,5473
B099NRVM3Z,western dress,13,8,13,791,10406
B09RKF8QYM,set,13,9,13,962,13346
B08ZHW6KDY,top,13,4,13,518,6914
B09RKDX3Z1,set,13,11,13,721,9711
B09RKBT7JT,kurta,13,6,13,431,5861
B09KXT3ZJR,set,13,6,13,666,8529
B09SDXPC2C,western dress,13,12,13,859,11504
B09KXY2SLN,blouse,13,10,13,545,7414
B09QJM78WH,set,13,9,13,1163,16014
B0922V15HC,set,13,12,13,455,6050
B08MYS5MS1,kurta,13,9,13,259,3610
B08TZTH235,set,13,10,13,783,10215
B08MYS9MN7,kurta,13,7,13,380,4996
B09M78RCYW,set,13,11,13,1399,17296
B099NRKGV5,western dress,13,12,13,859,11504
B09PBVS95G,blouse,13,9,13,625,8014
B09CTC3Z4S,set,13,7,13,835,11173
B09YYKD8P1,kurta,13,13,13,888,11491
B089FZH54C,kurta,13,13,13,568,7434
B09RKDZHN2,set,13,11,13,899,12043
B07T65CC1N,kurta,13,9,13,376,4871
B089B2WLM2,set,13,13,13,825,10608
B09SDY1W8Z,set,13,8,13,736,9568
B099NLY5W8,kurta,12,7,12,459,5480
B0928YJ3TR,set,12,10,12,495,6020
B09293NW9F,kurta,12,8,12,565,6806
B0965K6QBX,top,12,6,12,625,7988
B094FJZ7MZ,top,12,5,12,434,5549
B093ZRG4WS,kurta,12,11,12,333.5,4002
B093ZSHLJ1,kurta,12,6,12,325,3968
B07GRVDT51,kurta,12,8,12,376,4530
B09TZS6R2M,top,12,11,12,750,9198
B07K3432K9,kurta,12,12,12,729,8592
B09TXYX9Y8,western dress,12,10,12,825,9851
B07MY36NVG,set,12,12,12,611.5,7348
B07MY3Q37Z,set,12,11,12,611.5,7361
B09TH586J3,western dress,12,12,12,771,9300
B01N29JK0G,kurta,12,6,12,304,3668
B07R41PW8D,kurta,12,8,12,376,4384
B07R41QNJQ,kurta,11,9,12,432,5026
B07R527BFQ,kurta,12,9,12,318,3808
B09SDYSSGW,western dress,11,5,12,688,9142
B09SDYMTMZ,western dress,12,10,12,859,10110
B07SMNGTKQ,kurta,12,7,12,582,6984
B09SDXB57D,western dress,12,10,12,661,8262
B07V6ZFMY7,set,12,9,12,824,9855
B07V7BR2GL,set,12,12,12,824,9789
B07VT5L937,set,12,8,12,612,7118
B07WP5GQKV,kurta,12,12,12,376,4512
B07WV4JV4D,kurta,12,6,12,329,3987
B09RKFGKYJ,set,12,7,12,499,6158
B07X3N4X66,set,12,10,12,696,8493
B09RKFC8CP,set,12,9,12,872,10972
B09RKFB4BJ,set,12,4,12,854,10657
B09RKF5R8S,set,12,11,12,796,9552
B09RKF2T14,set,12,7,12,799,9484
B09RKDX2BQ,set,12,9,12,1199,14277
B09RKDWZYC,kurta,12,11,12,487,5809
B09RKDSDPL,set,12,7,12,799,9748
B09RKDDLL2,set,12,11,12,696,8294
B09RKD1MFC,set,12,11,12,751,9248
B082PXMCZ4,set,12,10,12,832,9961
B082W7Q7FK,kurta,12,12,12,771,9252
B082W7T8ZY,kurta,12,11,12,487,5988
B09RKCMN1K,set,12,6,12,962,11857
B09RKBZ7WL,kurta,12,10,12,569,7227
B09QJMCBD6,set,12,7,12,1205.5,14401
B09QJM3X1K,set,12,11,12,1126,14147
B09QJLFDRK,set,12,12,12,1260,15339
B083ZZFDDC,kurta,12,6,12,487,5786
B09QJ428KY,set,12,8,12,995,12884
B09QJ3YHCS,set,12,12,12,1399,16310
B084KJFN62,kurta,12,8,12,295,3567
B084KYYXR3,kurta,12,10,12,295,3546
B09PD1SNDL,kurta,12,10,12,869,10428
B09PBVTDCM,blouse,12,8,12,625,7841
B09NQ8JWYL,kurta,12,9,12,352,4263
B0894WPZNV,set,12,7,12,1559,18255
B0894XSNZV,set,12,11,12,1648,19047
B09M76Q8J8,set,12,4,12,495,5940
B089G1TBQK,western dress,12,10,12,566,6919
B089G23VMN,set,12,8,12,833,9996
B09M75MQ8M,set,12,8,12,495,5929
B08B3YGPBZ,kurta,12,4,12,419,5060
B08B3YMS62,kurta,12,11,12,435,5186
B09LV1R56R,kurta,12,4,12,449,5479
B09LV1KQS1,kurta,12,11,12,449,5487
B09LTZSL1K,kurta,12,11,12,499,5888
B09LTZKSVQ,kurta,12,8,12,449,5588
B09LTZH194,kurta,12,12,12,475,5754
B08BF9DZ3F,kurta,12,11,12,319,3750
B09LM6GY71,western dress,12,11,12,699,8326
B0768HCX12,kurta,12,7,12,316,3732
B09KXVY8HC,set,12,8,12,666,7952
B08F3BMYQJ,kurta,11,9,12,487,5844
B09KXVBNQD,set,12,10,12,919,11332
B09KXTLDMG,set,12,4,12,599,7116
B09KXR4JZB,kurta,12,12,12,599,7158
B09K3YYJP5,kurta,12,12,12,301,3570
B09K3X672H,kurta,12,9,12,459,5648
B09K3WDYB6,kurta,12,9,12,301,3672
B08LG54ZYV,kurta,12,9,12,345,4186
B08MX62LLZ,kurta,12,6,12,368,4547
B09K3TLN9C,kurta,12,6,12,459,5558
B08MXCPNLS,kurta,12,4,12,517,6197
B08MXSQPFH,set,12,5,12,832,9844
B09K3SZZD8,kurta,12,11,12,457,5602
B08MYPW3M4,top,12,12,12,523,6536
B08MYQPHFK,top,12,7,12,329,3952
B09K3SC63G,kurta,12,7,12,502,6022
B09K3S91KQ,kurta,12,12,12,280,3465
B09K3S83SC,set,12,11,12,967,11422
B08MYSZ794,kurta,12,6,12,487,5900
B09K3R6GYF,set,12,11,12,631,7544
B08MYX1DXG,kurta,12,7,12,319,3770
B08N19JM43,kurta,12,6,12,362,4327
B08N1B4TPL,kurta,12,6,12,362,4323
B08N1BFLWX,kurta,12,8,12,696,8310
B08N1C5V5M,kurta,12,10,12,477,5740
B09K3BVR23,set,12,11,12,615,7516
B08N49XKCL,kurta,12,10,12,502,6012
B09K36SNZ6,set,12,9,12,666,7965
B09J1BRZXC,saree,12,9,12,885,10556
B08N4PZ36K,kurta,12,10,12,487,5987
B09HMYX9SJ,kurta,12,9,12,333,4095
B09HMG7SGL,kurta,12,6,12,301,3608
B08PVVKV32,western dress,12,8,12,999,12366
B08QGHLMQZ,kurta,12,8,12,295,3566
B08QGKQBNC,kurta,12,5,12,315,3773
B09CTB7JMG,set,12,3,12,771,9286
B08QGMN7BL,set,12,7,12,877,10471
B08QGMQRLF,set,12,5,12,476,5787
B09B3GVP53,top,12,5,12,625,7189
B08QGNTFL2,set,12,11,12,888,10625
B09B2DHVDR,kurta,12,6,12,517,6173
B099S92WJ1,top,12,5,12,557,6826
B099S74N69,top,12,9,12,749,9407
B099NSZBST,western dress,12,7,12,767.5,10083
B078Q2PWX9,kurta,12,7,12,357,4360
B099NR3RSQ,set,12,11,12,560,6816
B099NQSQ8K,western dress,12,7,12,690,9456
B099NQ9RLJ,kurta,12,7,12,383,4737
B08V13SJ73,set,12,12,12,673.5,8082
B08V1JND9P,set,12,12,12,1149,13494
B08V1R1244,set,12,12,12,1149,13687
B099NM6DWL,kurta,12,4,12,432,5021
B0928Y4GXD,set,12,6,12,495,5988
B099NL8895,kurta,12,9,12,487,5697
B08W28FD2K,kurta,12,12,12,568,6816
B08W8NT42N,set,12,8,12,435,5260
B08W9LP36M,set,12,4,12,435,5280
B08W9NT7WB,kurta,12,9,12,325,3968
B08W9PLWHQ,kurta,12,10,12,325,3963
B099NGG1SM,set,12,7,12,626,7544
B08WHW7BLW,set,12,11,12,1155.5,13962
B08WHZC5QK,set,12,9,12,1186,14254
B099FBZ9WF,kurta,12,7,12,487,5774
B09Y3CY233,top,12,9,12,599,7116
B08XWH3B1Q,kurta,12,5,12,487,5786
B0794XBGCZ,kurta,12,12,12,424,5164
B08YYTBPPP,kurta,12,11,12,633,7045
B0986ZTQV1,top,12,11,12,387,4632
B08YYZHYXT,kurta,12,8,12,621,7536
B08YYZLF3D,kurta,12,11,12,688,7685
B08YYZZ32H,kurta,12,9,12,475,6132
B08YZ1YKB4,kurta,12,10,12,606,6843
B08YZ34X4D,kurta,12,8,12,665,7050
B08ZHV1T4W,top,12,6,12,338,4050
B08ZHYVZGH,top,12,9,12,518,6557
B0986RYVDW,top,12,12,12,625,7398
B0983G38JS,set,12,12,12,568,6799
B0983FLKZR,set,12,12,12,499,5988
B0983FHCBX,set,11,12,12,680,8106
B091Q92M8Z,kurta,12,8,12,329,3929
B0983DDPL6,set,12,9,12,886,10531
B091XR7H7X,kurta,12,11,12,399,4782
B0922QJ5DH,set,12,7,12,475,5721
B0922RKG6S,set,12,6,12,455,5508
B0922SP1DH,set,12,6,12,558,6934
B0922SPY3K,set,12,6,12,475,5784
B0922T5HVS,set,12,6,12,475,5759
B0982Z5BL6,western dress,12,9,12,496,5918
B092336CTV,set,12,7,12,579,7028
B0925VYX6L,set,12,12,12,1281,15787
B098126Y6Q,kurta,12,11,12,459,5530
B0925XX478,set,12,7,12,1149,14189
B0928X21RD,set,12,7,12,475,5752
B09Q3J655Y,kurta,11,9,11,521,6259
B09QJ3H57V,kurta,11,9,11,666,7038
B09Y3FNK98,set,11,8,11,771,8389
B09B2FD7XV,kurta,11,10,11,487,5528
B07WPVB9GJ,set,11,9,11,666,7128
B0983GD1BK,set,11,8,11,477,5295
B099WYGRYD,set,11,7,11,523,5787
B09QJ3T2Z4,set,11,10,11,984,11013
B09KXVM4V6,set,11,9,11,1238,13190
B09M771K27,set,11,8,11,495,5457
B09B578BZP,set,11,10,11,699,7790
B098327WXY,western dress,11,6,11,496,5669
B09K3WHQ6G,kurta,11,9,11,301,3460
B07WS16S49,kurta,11,6,11,353,3741
B09K3WR75H,set,11,9,11,967,10485
B09M76WLGL,set,11,8,11,495,5449
B08MYV71FG,kurta,11,9,11,259,3050
B09TZV23QS,set,11,11,11,1068,12598
B08MYVBGLF,set,11,10,11,666,6721
B099NJMH8D,set,11,6,11,666,7082
B08W2JV979,kurta,11,8,11,318,3554
B09BQGNYP6,set,11,9,11,852,9367
B08L93NLLX,set,11,7,11,595,6670
B09TZX3QMX,kurta,11,10,11,526,5738
B099F9XP34,kurta,11,7,11,526,5621
B099NR97XL,western dress,11,5,11,665,7195
B082Z3SRN7,set,11,10,11,591,6424
B094FJC1XS,top,11,8,11,434,4977
B099S8TJ3L,top,11,4,11,665,6860
B09RK88FZB,western dress,11,7,11,721,8442
B08RYN2W4K,kurta,11,9,11,301,3251
B07H7BYHJQ,kurta,11,10,11,368,3953
B08ZJ29M11,top,11,5,11,518,5605
B0928W9MSN,set,11,8,11,560,6199
B08TZZD456,top,11,5,11,349,3869
B0743G8MB8,kurta,11,4,11,301,3351
B08ZJ1HDWL,top,11,6,11,518,5847
B08VWRSTXS,set,11,6,11,1338,14718
B09K3XW1PK,kurta,11,2,11,459,5037
B08YYTH8N5,kurta,11,8,11,635,6385
B08L91ZZXN,set,11,7,11,543,6043
B099NKHSGB,set,11,4,11,666,7126
B0943DKGXG,top,11,6,11,545,6009
B089G2B1FV,kurta,11,9,11,568,6435
B0929B5FX5,set,11,11,11,636,6885
B09HMK3P9S,kurta,11,9,11,301,3301
B099NKS9QP,set,11,8,11,450,4946
B099NMFWBG,kurta,11,7,11,376,4033
B08QJLQ16K,kurta,11,7,11,301,3311
B09HNRBVMT,set,11,4,11,478,5341
B0983FXQQ2,set,11,10,11,881,9683
B09434XSZF,top,11,10,11,321,3774
B08KRJWWKP,set,11,10,11,680,7337
B099NMY9CB,kurta,11,5,11,487,5328
B09435CZV7,top,11,7,11,574,6314
B09VC5QDGQ,set,11,8,11,999,11363
B08YYRH2Q6,kurta,11,9,11,499,6229
B09KXRLH3S,kurta,11,3,11,801,8802
B08N19RF53,kurta,11,6,11,362,3940
B07FXGWSHQ,kurta,11,7,11,259,3059
B0928XH9S9,blouse,11,4,11,333,3744
B09KXPXP31,kurta,11,11,11,599,6418
B09KXPT2RF,kurta,11,5,11,301,3261
B094373LWG,top,11,5,11,574,6498
B09KXKLZ1F,kurta,11,11,11,575,6421
B09KXLRVWY,kurta,11,10,11,316,3434
B0922SVW74,set,11,7,11,560,6204
B09BQLP9G2,set,11,10,11,852,8789
B099NP224P,kurta,11,7,11,316,3401
B09CTB2G4H,set,11,9,11,725,7903
B01LZYQ93J,kurta,11,10,11,295,3269
B0922SBJV1,set,11,7,11,455,5086
B099NP4HCD,set,11,10,11,590,6644
B099NP6XSG,kurta,11,4,11,487,5270
B09M6TQ9KT,set,11,4,11,1234,13264
B07SQC8DGP,set,11,11,11,579,6326
B074XBL3WM,kurta,11,7,11,295,3269
B098117DJ3,kurta,11,8,11,364,3942
B08MYNFKXZ,top,11,6,11,523,5952
B085HRLT87,set,11,10,11,657,7395
B08XQ9HMM5,set,11,11,11,680,7384
B09QJ46ZS7,kurta,11,9,11,836,8136
B0983F138V,set,11,11,11,881,9605
B08999SMY4,top,11,4,11,399,4485
B09RSS48QG,set,11,10,11,560,6338
B08XNK6ZWP,set,11,6,11,1299,14339
B08MXC65V6,set,11,7,11,1099,12325
B0893FBY9C,kurta,11,7,11,435,4740
B09SDYL6L2,western dress,11,10,11,791,8560
B082W8LGW2,kurta,11,10,11,771,8481
B08B3YW2S6,set,11,11,11,662,7207
B09YYRHFQ1,western dress,11,9,11,625,7082
B08XNHS8X7,set,11,5,11,1299,14158
B08B3YWFMD,kurta,11,7,11,435,4731
B08B3Z1D82,set,11,7,11,599,6649
B08TGX4J2J,kurta,10,8,11,345,3829
B09YYLQMRC,kurta,11,11,11,888,9715
B09RKCBJB6,kurta,11,11,11,666,7163
B09Y3215FY,set,11,9,11,1399,15389
B08YZ1JHHZ,kurta,11,8,11,549,6670
B09QJ4D6TH,set,11,11,11,995,11125
B09RKCG8QR,kurta,11,8,11,533,6137
B09LV1BBHX,kurta,11,3,11,386,4248
B0986XNNKR,top,11,4,11,690,7422
B09SDZ13F9,western dress,11,8,11,859,9345
B08YZ1PW81,kurta,11,8,11,709,7123
B09LV157VP,kurta,11,10,11,399,4409
B084KTCL3P,kurta,11,10,11,295,3287
B09HNS3PZF,set,11,8,11,499,5431
B09RKCLMD1,set,11,10,11,799,9113
B09YYQKQG7,top,11,8,11,690,7385
B08YZ1YL7X,kurta,11,8,11,655,7051
B09K3RC2ZH,kurta,11,7,11,432,4886
B08B3ZSWW6,set,11,9,11,1695,17537
B09SDZCJ3C,western dress,11,7,11,581,6592
B08YNTF3X3,set,11,9,11,1099,12245
B01N184HBX,kurta,11,7,11,311,3393
B08MXD1BW4,kurta,11,5,11,517,5687
B07VT2MLST,set,11,6,11,612,6393
B08YZ2C6PY,kurta,11,7,11,495,6045
B0983CWQDP,set,11,8,11,852,9321
B08RYP45X4,kurta,11,8,11,286,3191
B09TH6LGG8,kurta,11,7,11,399,4477
B082PTVM7K,set,11,5,11,832,9179
B0768H3V5D,kurta,11,11,11,307,3383
B09K3TKKXC,ethnic dress,11,8,11,399,4389
B0822TF519,set,11,11,11,1112,11443
B09LM82F69,western dress,11,9,11,699,7494
B09QJLMRWQ,set,11,11,11,1163,13516
B09QJLX1G1,set,11,10,11,1092,12026
B08BFK8NHL,kurta,11,6,11,399,4561
B07BL1MGBD,kurta,11,6,11,353,3971
B09HM2DMSZ,kurta,11,10,11,299,3299
B09CT4LSM3,set,11,4,11,835,9450
B08MYTJ6LH,kurta,11,8,11,487,5328
B09TH89W4P,set,11,9,11,560,6567
B08MXBV2WG,kurta,11,9,11,318,3532
B08ZHP829N,top,11,5,11,299,3299
B09QJM1D7F,set,11,10,11,1126,12365
B0986XVJQH,top,11,6,11,625,6722
B09TH8T4GM,set,11,9,11,560,6198
B0768J7VQ1,kurta,11,7,11,316,3401
B09RKDD6BP,set,11,7,11,854,9948
B0986XZV1N,top,11,10,11,690,8291
B09RKDY38X,set,11,11,11,1245,13725
B08YYWG6VJ,kurta,11,9,11,645,6365
B09PN4LM6Q,set,11,8,11,751,8311
B081X43MWL,kurta,11,5,11,301,3283
B08WHM4H72,set,11,11,11,675,7310
B08YYWG825,kurta,11,5,11,475,5787
B08ZH9LS2B,top,11,11,11,354,3908
B08BJRCFNM,kurta,11,9,11,446,4975
B08BJSMMBN,kurta,11,6,11,446,4975
B09NDLZF7K,set,11,5,11,999,10749
B08ZHJYMGF,top,11,6,11,518,5847
B0928X31BK,set,11,7,11,537,5974
B08PVTPCZ3,western dress,11,7,11,999,12123
B09K3TSBJX,set,11,10,11,631,6911
B091XT968F,western dress,11,8,11,825,9526
B09NDL8QHB,set,11,8,11,850,9432
B09RKDT1CK,set,11,8,11,721,8105
B09K3T9RQV,kurta,11,3,11,459,5009
B09LD3PCNY,kurta,11,5,11,487,6453
B09NDKKM7P,set,11,10,11,939,10519
B09LD3MJ49,kurta,11,7,11,1099,12089
B09LD35DZ3,kurta,11,11,11,836,8528
B0983CDYWM,set,11,11,11,648,7269
